"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000009844",966.450746166111,-0.44000027174342,0.109319826749647,-4.02488994746637,5.70019665895076e-05,0.00303066665065435
"ENSG00000010072",262.742362977875,-0.279759562366577,0.0987229717583916,-2.83378384365539,0.00460004356107973,0.0450660229083057
"ENSG00000010219",610.901796144935,-0.32386740855507,0.0813829684715216,-3.97954774368302,6.9046493191033e-05,0.0034742487006886
"ENSG00000010282",319.344892375392,-1.49887219831016,0.290512518135775,-5.15940658229962,2.47733795489889e-07,8.27674026320693e-05
"ENSG00000010327",47.9246897809632,1.24965001090338,0.346299099474805,3.60858579418367,0.000307870702952501,0.00885306540438412
"ENSG00000010932",52.0535931030175,1.36537338024539,0.38374470212253,3.55802535564236,0.000373653251755146,0.0100204768745413
"ENSG00000011028",32.2632801473523,1.29951719400058,0.394711641448333,3.29232041201572,0.000993643357382661,0.0177301000139169
"ENSG00000011451",49.0053986353479,0.530054570742797,0.170388169691863,3.1108648663893,0.0018654028352583,0.0256118677154588
"ENSG00000011600",167.122356163716,1.22544344167965,0.345334008298382,3.54857445902291,0.000387322473192576,0.0102588731143889
"ENSG00000012504",20.5841224783008,1.58440897573783,0.546913175897347,2.89700275210633,0.00376746450397395,0.0399397062358732
"ENSG00000012660",1232.89303536166,-0.345029187574647,0.10480035944728,-3.29225194831717,0.000993885298272344,0.0177301000139169
"ENSG00000012963",424.855643334813,-0.288280984261219,0.0874218513102109,-3.29758498522608,0.000975201577311499,0.0174862742782585
"ENSG00000013275",1758.50947888601,-0.303006845604009,0.0900090522119224,-3.36640413555952,0.000761550469703746,0.0150851279729304
"ENSG00000013364",196.830008219075,0.52495598056209,0.17856088480985,2.93992707933273,0.00328289497697567,0.0365158473191041
"ENSG00000013523",1155.12730433727,-0.311253635066495,0.0992581806209323,-3.13579831021863,0.00171387026016578,0.0243737120216117
"ENSG00000013561",1510.89036295447,-0.336979361556394,0.108120368679759,-3.11670562791448,0.00182884088129977,0.0253345413840112
"ENSG00000014641",5133.97068095516,-0.381339747658033,0.0999674717551849,-3.8146383114691,0.00013638253543454,0.00527461076821636
"ENSG00000014919",892.073400061162,-0.304200003972107,0.0872795065829306,-3.48535430459915,0.000491485793143566,0.0118053339526334
"ENSG00000015285",5.95223809680603,1.69740165956952,0.427432167350507,3.97116031320498,7.15234276877023e-05,0.00357675764198911
"ENSG00000017427",29.377434530495,1.53605854958271,0.448174858526184,3.42736438771691,0.00060947063532902,0.013327528122374
"ENSG00000018236",3330.94805708929,-0.329503118999738,0.110118698007364,-2.9922540400696,0.00276925715162592,0.0331930017329465
"ENSG00000018280",58.2390365511487,0.804787601949704,0.195233249045539,4.12218515997745,3.75295346233098e-05,0.0022839669898934
"ENSG00000018869",121.280927418161,-0.502626140024914,0.144318582131629,-3.48275414434493,0.000496283908582536,0.0118421437573633
"ENSG00000019505",3377.85512789801,-0.429240771062682,0.129740314427265,-3.30846100502803,0.000938102479088092,0.0171594838993795
"ENSG00000019582",3532.90540850259,1.2433741577991,0.304976942701965,4.07694479059086,4.56313219700922e-05,0.00258372803099334
"ENSG00000020181",32.4783425987456,0.894621673439336,0.299256541875776,2.98948075731859,0.00279452049082641,0.0333622097798639
"ENSG00000020577",172.666816488064,0.959361175039556,0.163481094640744,5.86833099660723,4.40203787501571e-09,3.91527110431773e-06
"ENSG00000020633",22.2760323731786,1.75860600844421,0.44429016688123,3.95823752028779,7.55048544414114e-05,0.00369262618795231
"ENSG00000021645",131.870760439439,0.803849733525063,0.227830004246637,3.52828740087656,0.000418257772484884,0.0106492905791064
"ENSG00000021776",1131.7249408089,-0.15554188771911,0.0525127236659173,-2.961984769799,0.00305662903045821,0.0350684551819323
"ENSG00000022277",1422.45665352446,-0.242291471933338,0.0800539581834141,-3.02660202482702,0.00247319342481067,0.0309199858294465
"ENSG00000022355",90.4792648262015,-1.64973796732081,0.450158074785833,-3.66479701181787,0.000247534829415823,0.00779463222846936
"ENSG00000023041",954.592954812452,-0.302176185900027,0.0897090139865276,-3.36840382556659,0.000756047691806473,0.0150249086896133
"ENSG00000023228",1197.58427245187,-0.243136242720282,0.0731818748338305,-3.32235602425267,0.000892607228259897,0.0166538125370447
"ENSG00000023697",759.321755853064,-0.353327837332873,0.0914833991487761,-3.86220713944253,0.000112367227986271,0.00469556478043998
"ENSG00000023734",2781.76675214866,-0.298659683747111,0.0810055491380981,-3.68690400750147,0.000226998934827504,0.00731794188313131
"ENSG00000023839",13.7267141430711,1.54277262499519,0.462255194948708,3.33749115608398,0.000845384122181691,0.0161303785126833
"ENSG00000023902",51.115462610379,0.709004585029323,0.253177794550785,2.80042168108508,0.00510358900803762,0.047995370386185
"ENSG00000024422",73.5326830007095,1.02368303848463,0.307043937972195,3.33399527522127,0.000856081119331828,0.0162455704791399
"ENSG00000025039",1430.96156562177,-0.59297171280947,0.105188840100439,-5.637211250198,1.72826053083992e-08,1.13990459444912e-05
"ENSG00000025708",14.4956964192603,1.55284358059585,0.387355963163063,4.00882838595196,6.102074008926e-05,0.00315007090560315
"ENSG00000026025",1536.56663887243,1.08768293070516,0.294279981618846,3.69608195814671,0.000218952316162877,0.00715715983299727
"ENSG00000026103",125.801856302379,1.10807893279735,0.254163918723272,4.35970195283226,1.30239709868007e-05,0.00117283021388149
"ENSG00000026297",167.374166106553,0.587857442450189,0.161057428943735,3.64998650671094,0.000262254084883108,0.00806051471975739
"ENSG00000026751",17.7685473185239,2.30092485811144,0.620797434063464,3.70640201112078,0.000210224518561523,0.00698002605574886
"ENSG00000028277",28.1598549560315,0.892947159700055,0.267733892317467,3.33520404148623,0.000852368315558015,0.0162080356535815
"ENSG00000028310",147.936894760463,0.477496330169261,0.154549983556235,3.08959159478343,0.00200431893981897,0.0268065576066273
"ENSG00000028839",754.764414813194,-0.404301910337079,0.095757405568518,-4.22214770687147,2.41985440214932e-05,0.00173688608323682
"ENSG00000029364",2325.15456278278,-0.307643346598145,0.0882457146825759,-3.48621287395941,0.000489910985956852,0.0117791011835379
"ENSG00000030304",11.6436805422791,0.995663502546285,0.331117851203353,3.00697621383997,0.00263860408377152,0.0322117983148594
"ENSG00000031698",5110.41964682088,-0.264325195292056,0.0770555734020635,-3.43031897138511,0.000602872098330485,0.0132544961150064
"ENSG00000033030",670.059770993009,-0.205366816653965,0.0721742407901355,-2.84543092390981,0.00443513777300723,0.0441956317731598
"ENSG00000033050",309.165600329258,-0.216421340972625,0.0776893556032544,-2.7857270702289,0.00534078190018938,0.049407293969758
"ENSG00000033327",189.281867423861,0.388136525351047,0.114575378674681,3.38760848832192,0.000705048274319448,0.0145075869194703
"ENSG00000033800",5014.73331212355,-0.293157538503813,0.0960463700844954,-3.05225005636248,0.00227132801125319,0.0291785889477607
"ENSG00000033867",568.993541556701,-0.745493422236727,0.135911820569003,-5.48512571692201,4.13175476401325e-08,2.1148310942099e-05
"ENSG00000034510",2768.20880118467,0.593380695337185,0.173479711583023,3.42046162010828,0.000625149561366567,0.0135489785928861
"ENSG00000034693",642.911318588429,-0.34591328766431,0.107100213101669,-3.22980951808132,0.00123872717702241,0.0201130392734897
"ENSG00000035664",178.4363370454,0.637564170681945,0.210383884943406,3.03048007148196,0.00244165299545577,0.0306512858544767
"ENSG00000038382",603.437258736204,0.399860966436035,0.138249553572811,2.89231289434467,0.00382416885730147,0.0403408036489217
"ENSG00000038427",427.957068510387,1.4744043337131,0.383367628021679,3.84592810123687,0.000120096978311128,0.00493408528401478
"ENSG00000038945",131.107067129977,1.5446990976227,0.373389057948938,4.13696937480675,3.51923057989745e-05,0.00219119051420106
"ENSG00000039123",1173.88935815993,-0.337280439315068,0.0870411693441197,-3.87495298898869,0.000106645285772601,0.00455357854583948
"ENSG00000039523",199.079566787385,0.443082800341314,0.126471028844833,3.50343319247392,0.000459301852157028,0.0113306117237201
"ENSG00000042493",119.214582515771,1.40637124016336,0.39113662211521,3.59560102697085,0.000323643496043314,0.00916264022904992
"ENSG00000043462",67.3014626769961,1.13975334352652,0.376060611424893,3.03077033036775,0.0024393071699776,0.0306512858544767
"ENSG00000044459",285.212423930878,0.329088457782869,0.117633552404366,2.7975730653073,0.00514881202914924,0.0482347826331508
"ENSG00000047249",1097.67267454893,-0.200627759407343,0.0671141878171571,-2.98934943463704,0.00279572198371498,0.0333622097798639
"ENSG00000047315",1571.77139074319,-0.227303749156229,0.0705655918927565,-3.22116973810237,0.00127668511383771,0.0204316533055157
"ENSG00000047644",334.128753641315,0.43667595555905,0.10160823279141,4.29764344445883,1.72623547497323e-05,0.0014208356712719
"ENSG00000047648",21.5602156255292,1.29335798681726,0.396765936456067,3.25975056823073,0.00111510233735601,0.0188324964988485
"ENSG00000047849",1288.84485219765,0.222349666062923,0.0730798530461621,3.04255765159341,0.00234576878329024,0.0297073904449482
"ENSG00000048162",293.457898638603,-0.360258448121306,0.124362884014903,-2.89683253146602,0.00376950917768924,0.0399403738708144
"ENSG00000048392",1050.04898651152,-0.401271450126175,0.122747486564964,-3.26908078817404,0.00107897489762165,0.0185484262635129
"ENSG00000048544",870.890016803035,-0.388725962933344,0.103526949394011,-3.75482872052863,0.000173460056109533,0.00610839712741276
"ENSG00000048707",859.629741224442,0.251346381363136,0.0901549229639655,2.78793850740239,0.00530446114240441,0.0492018509005082
"ENSG00000049167",224.26191504305,-0.320100179421238,0.114352717614403,-2.7992354366305,0.00512237735328623,0.0481276155639379
"ENSG00000049540",56.0071421590165,1.128245901118,0.306209683333844,3.68455330619945,0.000229104076289857,0.00737606316329509
"ENSG00000049656",495.588879539231,0.266404411977488,0.0918497358727616,2.90043743126855,0.00372642225500524,0.0398163747576182
"ENSG00000050030",505.020275212349,-0.733561831682994,0.140304728041473,-5.22834719772352,1.71032101930752e-07,6.2296528589822e-05
"ENSG00000050130",2724.90571777133,-0.442724783892079,0.115163657571795,-3.84430985631102,0.000120892177719891,0.00495008843133592
"ENSG00000050165",394.171826232237,1.87531083189879,0.268163630083298,6.99315873415152,2.68765124981126e-12,5.46578675836617e-09
"ENSG00000050438",987.392134706162,-0.263544195409241,0.0933762324880715,-2.82239054186415,0.00476670906137106,0.0459958295686529
"ENSG00000050820",137.899672536264,0.439899373794843,0.147384117110735,2.98471356628158,0.00283843979490321,0.0336585445844596
"ENSG00000051341",17.0394893353071,1.27674702299191,0.338165223288616,3.7755124863985,0.000159679024992666,0.00579881983023963
"ENSG00000051523",26.3676195230594,0.959915527241826,0.302158843732376,3.17685729593283,0.00148880273952083,0.0223669503581034
"ENSG00000053108",161.458591654349,0.966976262509308,0.255963057161665,3.77779619149716,0.000158222276375456,0.00577168375585446
"ENSG00000054938",17.8586402129079,1.85094698628553,0.448553124061965,4.12648332381214,3.68352701481066e-05,0.00225295221226665
"ENSG00000054967",6.52662149304008,1.70298112345745,0.482684611973182,3.52814463360615,0.000418483431624449,0.0106492905791064
"ENSG00000055044",2332.62022231846,-0.329579847810162,0.0671216440492509,-4.91018735429559,9.09894175403103e-07,0.000201864158695794
"ENSG00000055130",795.466992923477,-0.238071993034284,0.0699241887140758,-3.40471584172074,0.000662329348787639,0.0140678904488173
"ENSG00000055208",993.910404245879,-0.248932480495176,0.0764104096643423,-3.25783465353337,0.00112265798952341,0.0189282461308265
"ENSG00000055732",1060.64478121239,-0.518306040038728,0.158468767262533,-3.2707141539131,0.00107276283475974,0.0185146423051461
"ENSG00000056586",887.357408524966,-0.256717456600199,0.0699346663951464,-3.67081834850957,0.00024177512921038,0.00765276297438405
"ENSG00000057252",1272.75168512617,-0.313668386495448,0.0823639563040657,-3.80832102500598,0.000139913558143324,0.00536863281907184
"ENSG00000057704",891.824530524371,-0.536584648563779,0.106650192059274,-5.0312581553117,4.87271498407021e-07,0.000129254061381793
"ENSG00000058063",445.880844503337,-0.350713460830457,0.0927977149397093,-3.77933294002246,0.000157249052386475,0.00575321646001654
"ENSG00000058091",463.296664851841,-0.269471336033825,0.096314732440317,-2.79782053281213,0.00514486905911625,0.0482163535017946
"ENSG00000058668",1247.25608900835,0.461414865254485,0.114485834629516,4.03032276217976,5.57003154910856e-05,0.00298094407729047
"ENSG00000058729",825.866742814416,-0.396634820315294,0.108114115737423,-3.66866821792819,0.000243817246223481,0.00769743347585749
"ENSG00000059728",425.093064361164,-0.375222210331974,0.100118704873281,-3.74777331375678,0.000178411383101155,0.00620220996182418
"ENSG00000059915",156.987699014004,0.574843647096235,0.147495126803775,3.89737382890621,9.72414549486555e-05,0.00441241805906487
"ENSG00000060491",49.2522146353385,0.578184397510804,0.172949357171381,3.34308497566639,0.000828525245396456,0.0159393970762397
"ENSG00000060558",7.77495179263865,1.33813125849798,0.443299080086366,3.01857440858501,0.00253967026610449,0.0314317015370753
"ENSG00000060642",469.150823242736,-0.360767290867843,0.111820635545304,-3.226303348291,0.00125400372434295,0.0201964514228468
"ENSG00000060656",125.254491550944,-0.775986489297401,0.190090335884624,-4.08219852780096,4.46116620822729e-05,0.00255564084848776
"ENSG00000060718",12.117076384091,2.11505004491063,0.540420241853592,3.91371359010573,9.08874321689348e-05,0.00419998323178528
"ENSG00000060762",730.784853009882,-0.397277167811363,0.0950074626034967,-4.18153644908249,2.89545822519942e-05,0.00193062192698816
"ENSG00000061273",152.340356903211,0.846688011348267,0.203176976939312,4.16724386838952,3.08304619083237e-05,0.00200636424642862
"ENSG00000061676",2867.052374729,-0.28229165987576,0.0817692943753722,-3.45229418979531,0.000555841332972938,0.0126536864644324
"ENSG00000061794",1257.74877031101,-0.400515051514711,0.108376324725585,-3.69559544050636,0.000219372051921077,0.00715715983299727
"ENSG00000061918",1111.29337532805,-0.373062626950249,0.111567371312865,-3.34383272241917,0.000826295439138812,0.0159160384177153
"ENSG00000061938",150.332867984982,0.563731858922482,0.168745810344296,3.34071617998862,0.000835625979977353,0.0160259384307115
"ENSG00000062485",1400.47153389426,-0.231189423245442,0.0643661543234252,-3.59178555368972,0.000328420053721098,0.00917020937186462
"ENSG00000062598",1222.75967502496,-0.36766729827223,0.107283205165693,-3.42707227757026,0.00061012664934886,0.0133299290516648
"ENSG00000063046",4409.72171857885,-0.38788502861847,0.083285060249326,-4.65731822078629,3.20355070404896e-06,0.000494806654313992
"ENSG00000063245",123.653590563061,0.452194147215227,0.154982091219557,2.91771870967092,0.00352602274633694,0.038414758527503
"ENSG00000064300",34.7337801520532,1.64455234771167,0.379577010438169,4.3325920761462,1.4736399993695e-05,0.00129100641654075
"ENSG00000064309",117.537939310771,0.521169872820095,0.160560987501485,3.24593091341864,0.00117067245276813,0.0193688749405785
"ENSG00000064393",2782.08711836487,-0.184739409460195,0.0579068673090259,-3.19028498769091,0.00142132558630683,0.0218270221581765
"ENSG00000064961",34.2005510765997,0.707911627584427,0.182128579821206,3.88687831574472,0.000101541622689227,0.00448581911072955
"ENSG00000065135",1631.82077480282,-0.284997919076196,0.0781823649647807,-3.64529672650068,0.000267083455921406,0.00814738082288248
"ENSG00000065183",397.544560749981,-0.451779704237118,0.10077977741418,-4.48284086181707,7.36558579809082e-06,0.000822128493572399
"ENSG00000065308",181.379862921573,0.636776051045959,0.187035044371166,3.40458149533889,0.000662655241772487,0.0140678904488173
"ENSG00000065320",84.5684262907128,-1.02610022471482,0.252210368686821,-4.06842997794816,4.73309799759236e-05,0.00263713524048502
"ENSG00000065427",2197.34855306224,-0.263011087396303,0.0851805605497799,-3.08768908890425,0.0020171939409526,0.0269302961115525
"ENSG00000065548",2247.72920317984,-0.216994583068862,0.0615220795308081,-3.52710091602477,0.000420136597500062,0.0106691087673169
"ENSG00000066027",558.382299686288,-0.288905073552271,0.0894610585057707,-3.22939475988466,0.00124052529296588,0.0201184271502174
"ENSG00000066032",267.457234867294,-0.508220522732647,0.16230724136178,-3.13122519037726,0.00174078621741537,0.0245581761470519
"ENSG00000066294",71.8862448553006,1.58803928958957,0.401954667659402,3.95079201054384,7.78929957168614e-05,0.00378665471608424
"ENSG00000066933",850.067005141765,0.33127999924819,0.105012034931319,3.15468602684308,0.00160670911295424,0.0233532633666083
"ENSG00000067057",357.147715353267,0.521672738872945,0.136854422015759,3.81188076489682,0.000137913404246409,0.00531696479815067
"ENSG00000067066",823.069710337799,0.447292752367813,0.122453124030422,3.65276717853837,0.000259429436080639,0.00798375278450431
"ENSG00000067191",15.1793109195149,0.842838138761305,0.282852421723247,2.97978052875209,0.00288454971595771,0.0339682415239687
"ENSG00000067334",1841.69213040034,-0.273808339698314,0.0838690349606914,-3.26471313073586,0.00109574991221498,0.0186852667346715
"ENSG00000067533",730.302472072092,-0.400465492241959,0.10330081950469,-3.87669230662565,0.000105886125249574,0.00455357854583948
"ENSG00000067715",147.801386953466,0.968293656309379,0.294506412613677,3.28785253847614,0.00100954703163944,0.0179432191650599
"ENSG00000067798",311.299307827768,0.619126696486316,0.161985415261159,3.8221138334469,0.000132312581919482,0.00519108798435181
"ENSG00000068078",51.2154674568396,1.27973562248128,0.448632001476973,2.85252861647892,0.00433729070394526,0.0435764686451544
"ENSG00000068438",361.44590773704,-0.304094846379341,0.1023282910879,-2.97175730334559,0.0029610064632249,0.0344097151088288
"ENSG00000068615",269.982758600682,0.616599003161998,0.144114447015485,4.27853706502962,1.88125666771101e-05,0.00146677916034567
"ENSG00000069329",3872.98536439089,-0.343078290492241,0.0937507689372352,-3.65947175027361,0.000252735701425252,0.00786704344079319
"ENSG00000069424",104.113416011881,1.66408131167816,0.209873163896638,7.92898568250354,2.20943014786451e-15,1.07837866656971e-11
"ENSG00000069493",51.9281895949406,1.11345891499089,0.313266529343512,3.55435008433324,0.000378914466219276,0.0101281803215939
"ENSG00000069702",1999.02085484995,-0.617247670370613,0.158824028326966,-3.88636201255333,0.00010175772460009,0.00448581911072955
"ENSG00000070159",1024.27503393578,-0.505253327158401,0.0920922144508377,-5.48638481734114,4.10242703648434e-08,2.1148310942099e-05
"ENSG00000070367",834.349152424095,-0.268991997036067,0.0864700659996235,-3.11081059007447,0.00186574572062469,0.0256118677154588
"ENSG00000070761",742.836581736988,-0.25958670788124,0.0907354130649766,-2.86091944823514,0.00422414363281973,0.0429946285501891
"ENSG00000070785",941.423219247948,-0.284233285221112,0.0996197760602929,-2.85318133067359,0.00432839153961394,0.0435228953987386
"ENSG00000070831",5153.08423158026,-0.40676162576804,0.096716498023154,-4.20571085680399,2.60262805418886e-05,0.00181470100098357
"ENSG00000070882",39.5045674183708,1.34794709409173,0.423355653959416,3.18395911684445,0.00145275528976792,0.0221304869484996
"ENSG00000071564",87.561066953371,0.426280296725662,0.136239782162252,3.12889737461554,0.00175463579154057,0.0246092711820437
"ENSG00000071626",197.629600879414,0.47346455660452,0.112545666687144,4.20686615967778,2.58936388874603e-05,0.00181062568312201
"ENSG00000071794",2221.6104261567,-0.240307318304908,0.0768013369979513,-3.12894706912874,0.0017543390737994,0.0246092711820437
"ENSG00000071859",336.350081910883,0.325608988309543,0.114016204491226,2.85581325709364,0.0042926753296533,0.0432886151838261
"ENSG00000071889",115.378851117257,0.467156699308916,0.157935391677258,2.95789749433461,0.00309745107237336,0.0352566212547573
"ENSG00000071909",8.59810223018409,1.59430297779533,0.540870530095818,2.94766101882624,0.00320187954136926,0.0359672471681086
"ENSG00000072042",2978.08988620019,-0.21786873486597,0.0681816983549991,-3.19541372717942,0.00139630521341089,0.0215940636426359
"ENSG00000072135",689.758077677531,0.269111891904477,0.0876530589629848,3.07019395658651,0.00213919799908912,0.0280570224137842
"ENSG00000072274",676.008253795269,-0.590702875469489,0.146486358791032,-4.03247701932538,5.51920135886771e-05,0.0029667530828592
"ENSG00000072756",497.641199143111,-0.274228862794589,0.0948156043981067,-2.89223345181845,0.00382513602866763,0.0403408036489217
"ENSG00000072778",2519.30255999088,0.348138064302609,0.117604945090861,2.9602332115681,0.00307406242339623,0.0351639361674752
"ENSG00000072849",1819.69161484178,-0.287921945970385,0.0870645281151045,-3.30699484857639,0.000943026261980837,0.0171743379831197
"ENSG00000072952",63.5630566831158,1.01103555081655,0.351351951378981,2.87755780734518,0.0040076647470891,0.0415299577443577
"ENSG00000073331",64.574658070306,1.16148433406401,0.314909469577811,3.68831186823685,0.000225746849831705,0.00730653332001715
"ENSG00000073737",24.4892256813527,2.2620051094449,0.574213973627643,3.9393069715014,8.17173187185263e-05,0.0038722901864212
"ENSG00000074071",192.28833340348,0.454575691617646,0.130544154380954,3.4821604519426,0.000497385565944002,0.0118421437573633
"ENSG00000074696",4458.45071316338,-0.360365535119774,0.0965736150081112,-3.73151129415117,0.000190334475081497,0.00648732196911852
"ENSG00000074800",6459.08674396325,-0.336135313884304,0.0891479972010561,-3.77053130118241,0.000162900368021524,0.00586345218465675
"ENSG00000074842",471.348131102836,0.399704389770547,0.13900605711152,2.8754458480171,0.00403457345649769,0.0417218303344059
"ENSG00000075035",1038.86356650418,-0.675739443516252,0.201143104768787,-3.35949593844149,0.000780847990762402,0.0153552089980384
"ENSG00000075239",2533.15268360726,-0.274761362399246,0.0970163599527409,-2.83211370260737,0.00462414022610049,0.0452242253496181
"ENSG00000075240",53.7856947671316,0.764248350877712,0.166635299375639,4.58635327413372,4.51055131631327e-06,0.000611530524018383
"ENSG00000075275",17.0922187219209,0.920793600342211,0.278408598648181,3.30734612656773,0.00094184439155562,0.0171743379831197
"ENSG00000075336",644.50404373881,-0.268203141897404,0.0945890432786447,-2.83545675694509,0.00457602095721768,0.0449932374858744
"ENSG00000075391",703.185415781666,0.292352994062496,0.0837752662458563,3.48972921440231,0.000483510208386661,0.0116596671200277
"ENSG00000075399",77.8989674032653,0.555677112298331,0.176192176591754,3.15381263258846,0.00161152515085456,0.0233675934530331
"ENSG00000075785",2152.78920559809,-0.180952916717102,0.0594106738649264,-3.04579808551757,0.00232063619496587,0.0296041848938563
"ENSG00000075884",114.988408515175,0.912810115306867,0.325482616892778,2.80448192293959,0.00503975135911797,0.047630278995731
"ENSG00000075975",523.598943561397,-0.452266069932491,0.101544594099884,-4.45386653953847,8.43375359560681e-06,0.000910696118350392
"ENSG00000076043",913.953729690827,0.331316152137919,0.0670437392693896,4.94179107174574,7.74081427698621e-07,0.000178213992090162
"ENSG00000076242",888.768018526384,-0.25431728468114,0.0897261912007794,-2.8343706701208,0.00459160391017494,0.045029706652088
"ENSG00000076554",5768.17497822791,-0.359153718866819,0.108095046019881,-3.32257334717045,0.000891912193054192,0.0166535770155275
"ENSG00000076770",577.308060811054,-0.58891964873402,0.106690514114301,-5.51988762658968,3.3921652052454e-08,1.83960888152908e-05
"ENSG00000076826",71.5174583677016,0.58306326817788,0.185648771017908,3.14067938603072,0.00168556445748871,0.0240834397075846
"ENSG00000076928",53.0554825890848,0.709676329890172,0.221007644552258,3.21109403852484,0.00132230655603444,0.0207254779662585
"ENSG00000077238",56.5437139394274,1.12206849073012,0.329951738190909,3.4007048936378,0.000672123444611304,0.0141645082403232
"ENSG00000077616",176.538380646182,-0.780583364396971,0.272855854780831,-2.86079023308467,0.00422586555685507,0.0429946285501891
"ENSG00000077942",778.70892997067,1.3961566377938,0.383766060633591,3.63804093433582,0.000274719769398374,0.00829735303514593
"ENSG00000078053",777.27806670195,-0.459585135918918,0.139854712403321,-3.28616124563283,0.00101562853040564,0.0179995632941315
"ENSG00000078070",588.836781363745,-0.399060400344154,0.0937808904251306,-4.25524217711221,2.08822867006297e-05,0.00158264386534835
"ENSG00000078142",781.02418938727,-0.273384079466326,0.0744006319450805,-3.67448598646483,0.000238328723723299,0.00758301717567586
"ENSG00000078401",95.2229328775237,1.0741678644705,0.38554829093898,2.78607865659171,0.00533499245375994,0.0493968830992058
"ENSG00000078668",3501.56984786991,-0.320467668416696,0.0885616050737368,-3.61858469197655,0.000296218562792509,0.0086677671539429
"ENSG00000078747",969.012208990712,-0.229404174913978,0.0713767179481173,-3.21399164193469,0.00130903483648401,0.0206280288693681
"ENSG00000078808",191.056488129323,0.533945425133245,0.121754014994701,4.38544408705111,1.15749388310174e-05,0.00111923419703533
"ENSG00000078967",825.995697413449,-0.398646624528443,0.097771210842948,-4.07734159259619,4.5553544394699e-05,0.00258372803099334
"ENSG00000079246",4438.92654052877,-0.262916764181298,0.0700646983198483,-3.75248549534991,0.000175089965363677,0.00614805110033838
"ENSG00000079263",13.3467716723207,1.45620985356919,0.513017742991024,2.8385175239342,0.00453236305967348,0.044755421743002
